region_name,region_code,reporting_year,poverty_line,headcount,poverty_gap,poverty_severity,watts,mean,spr,reporting_pop,pop_in_poverty
Latin America & Caribbean,LAC,1990,1.9,0.1518518325326055,0.06317754447273355,0.03782956755890934,0.08761372991275956,9.643674306027389,0.34233815051085237,437302121,66405128
Latin America & Caribbean,LAC,1991,1.9,0.14665989306867935,0.061491384053128414,0.0372450083904333,0.08528668577979368,9.44657836518249,0.33811281950524585,445514444,65339101
Latin America & Caribbean,LAC,1992,1.9,0.1454801990006829,0.06173749241009005,0.038100519511834324,0.08580426183343136,9.16271470709023,0.33679064890987204,453637904,65995333
Latin America & Caribbean,LAC,1993,1.9,0.14503729765614082,0.06126279184164277,0.03766133716014948,0.08590185398447112,9.815754286139137,0.34231069593338515,461724664,66967298
Latin America & Caribbean,LAC,1994,1.9,0.13412124668872785,0.05632799375596208,0.0348940119123377,0.07636876264386475,10.398784140823508,0.33681366014993624,469797636,63009845
Latin America & Caribbean,LAC,1995,1.9,0.1311551412581071,0.054475251114425284,0.033607901917611954,0.07122474733270329,10.606834088313734,0.33609782649749437,477823621,62669025
Latin America & Caribbean,LAC,1996,1.9,0.14373288501450082,0.062272507132104846,0.03933436842954363,0.08142103512521616,10.489485918348946,0.3447886976995283,485741920,69817088
Latin America & Caribbean,LAC,1997,1.9,0.141425483368689,0.06124294899082951,0.03839837977694778,0.08092906494297417,10.72083161572255,0.3423431613229106,493590213,69806234
Latin America & Caribbean,LAC,1998,1.9,0.14034918344903274,0.06075979865107848,0.03816556508928509,0.07947430280978775,10.956977122594706,0.3413498308888013,501370524,70366944
Latin America & Caribbean,LAC,1999,1.9,0.1428387399386017,0.06159270226470798,0.03880266441789849,0.08183864043159247,10.563098461642571,0.34305638468665756,509049294,72711960
Latin America & Caribbean,LAC,2000,1.9,0.13049242685515544,0.057061494941422645,0.03657449759070333,0.0748930086357158,11.105861709822797,0.3367688081267403,516600237,67412419
Latin America & Caribbean,LAC,2001,1.9,0.12820651062698774,0.05415202383858125,0.033008207268586776,0.07863269513995955,11.148993010704142,0.33689255652356864,523993100,67179327
Latin America & Caribbean,LAC,2002,1.9,0.12102882494318162,0.047968920504976684,0.027617690788424114,0.07101938223202968,11.095558995623305,0.33389951574948484,531224874,64293522
Latin America & Caribbean,LAC,2003,1.9,0.11573020725857347,0.04627765948383613,0.02692684864310428,0.06921149935166315,11.083966969216434,0.32861001794260347,538249810,62291762
Latin America & Caribbean,LAC,2004,1.9,0.1062558840513102,0.041426791926679106,0.02379374347743398,0.060410237720453716,11.282224915941557,0.3226883254566995,545156477,57926083
Latin America & Caribbean,LAC,2005,1.9,0.1008197270328583,0.04020676577269169,0.023422322879410585,0.06067227124827742,11.904139913909015,0.3191446908118613,551989221,55651403
Latin America & Caribbean,LAC,2006,1.9,0.08318237578591033,0.032483517121245815,0.018564899824063667,0.048266782836532546,12.768217768986808,0.3072212995539228,558674880,46471904
Latin America & Caribbean,LAC,2007,1.9,0.07160612355891295,0.026944187547767198,0.015203266788553268,0.03744436317773164,13.261280809222992,0.30319470848275,565230562,40473969
Latin America & Caribbean,LAC,2008,1.9,0.06535296403934975,0.024187794834387544,0.013534700913295773,0.032973438664579406,13.721045263752826,0.2975918681047091,571652830,37359207
Latin America & Caribbean,LAC,2009,1.9,0.06250867549216511,0.022816691087760382,0.012579373893838446,0.030563834468651317,13.722116552760513,0.29349037791972693,578012032,36130767
